   1.00000000       2.00000000       4.00000000    
   1.10000002       2.24399996       3.91802001    
   1.21440005       2.51401162       3.84407234    
   1.34436119       2.81361437       3.77939153    
   1.49128652       3.14667678       3.72553635    
   1.65682554       3.51739550       3.68446827    
   1.84288251       3.93032813       3.65864968    
   2.05162716       4.39041853       3.65116310    
   2.28550625       4.90300846       3.66585970    
   2.54725647       5.47383118       3.70753837    
   2.83991385       6.10897779       3.78216290    
   3.16682029       6.81482315       3.89712095    
   3.53162050       7.59789705       4.06152916    
   3.93824816       8.46467400       4.28658438    
   4.39089060       9.42125702       4.58595562    
   4.89392710       10.4729109       4.97620296    
   5.45182562       11.6233988       5.47719479    
   6.06898308       12.8740702       6.11246490    
   6.74949169       14.2226267       6.90942478    
   7.49680519       15.6615200       7.89929152    
   8.31327629       17.1759319       9.11653137    
   9.19954205       18.7413654       10.5975494    
   10.1537247       20.3209496       12.3782883    
   11.1704473       21.8627548       14.4903765    
   12.2396784       23.2976608       16.9555340    
   13.3454762       24.5386200       19.7781925    
   14.4647903       25.4825001       22.9367771    
   15.5665607       26.0158443       26.3749180    
   16.6114883       26.0256367       29.9948502    
   17.5529022       25.4152260       33.6561165    
   18.3391342       24.1237907       37.1827354    
   18.9176006       22.1453991       40.3806000    
   19.2403812       19.5418701       43.0637398    
   19.2705307       16.4435883       45.0841675    
   18.9878368       13.0352383       46.3570633    
   18.3925762       9.52854919       46.8734512    
   17.5061741       6.12924480       46.6965218    
   16.3684807       3.00761580       45.9436150    
   15.0323944      0.280184507       44.7606010    
   13.5571737      -1.99488115       43.2965660    
   12.0019684      -3.81082106       41.6846466    
   10.4206896      -5.19874763       40.0313377    
   8.85874557      -6.21258545       38.4135056    
   7.35161257      -6.91602039       36.8807335    
   5.92484951      -7.37303019       35.4604301    
   4.59506130      -7.64211130       34.1636810    
   3.37134409      -7.77348900       32.9906006    
   2.25686073      -7.80838490       31.9346485    
   1.25033617      -7.77949715       30.9858093    
  0.347352922      -7.71207333       30.1327534    
 -0.458589673      -7.62517214       29.3642025    
  -1.17524791      -7.53288746       28.6697063    
  -1.81101179      -7.44543028       28.0400372    
  -2.37445354      -7.37002516       27.4673195    
  -2.87401056      -7.31163406       26.9450130    
  -3.31777287      -7.27351999       26.4678154    
  -3.71334767      -7.25767994       26.0315266    
  -4.06778097      -7.26517630       25.6329021    
  -4.38752031      -7.29638147       25.2695045    
  -4.67840624      -7.35116148       24.9395847    
  -4.94568157      -7.42900848       24.6419601    
  -5.19401407      -7.52913523       24.3759212    
  -5.42752600      -7.65054178       24.1411476    
  -5.64982748      -7.79205465       23.9376373    
  -5.86405039      -7.95235300       23.7656460    
  -6.07288074      -8.12997627       23.6256351    
  -6.27859020      -8.32332516       23.5182209    
  -6.48306370      -8.53064823       23.4441319    
  -6.68782234      -8.75003052       23.4041576    
  -6.89404297      -8.97936916       23.3991032    
  -7.10257578      -9.21635723       23.4297409    
  -7.31395388      -9.45845985       23.4967518    
  -7.52840424      -9.70289803       23.6006603    
  -7.74585342      -9.94663525       23.7417774    
  -7.96593142      -10.1863756       23.9201183    
  -8.18797588      -10.4185715       24.1353340    
  -8.41103554      -10.6394444       24.3866291    
  -8.63387680      -10.8450241       24.6726818    
  -8.85499191      -11.0312080       24.9915733    
  -9.07261372      -11.1938391       25.3407211    
  -9.28473663      -11.3288078       25.7168350    
  -9.48914337      -11.4321728       26.1158848    
  -9.68344593      -11.5002985       26.5331039    
  -9.86513138      -11.5300064       26.9630222    
  -10.0316191      -11.5187321       27.3995419    
  -10.1803303      -11.4646730       27.8360481    
  -10.3087645      -11.3669281       28.2655621    
  -10.4145813      -11.2256012       28.6809311    
  -10.4956837      -11.0418768       29.0750465    
  -10.5503025      -10.8180370       29.4410667    
  -10.5770760      -10.5574341       29.7726593    
  -10.5751114      -10.2643986       30.0642128    
  -10.5440397      -9.94410324       30.3110313    
  -10.4840460      -9.60237312       30.5094738    
  -10.3958788      -9.24546719       30.6570549    
  -10.2808380      -8.87984467       30.7524757    
  -10.1407385      -8.51192474       30.7956028    
  -9.97785759      -8.14786434       30.7873898    
  -9.79485798      -7.79336500       30.7297630    
  -9.59470844      -7.45351839       30.6254673    
  -9.38058949      -7.13269901       30.4778976    
  -9.15580082      -6.83450079       30.2909279    
  -8.92367077      -6.56172085       30.0687370    
  -8.68747616      -6.31638241       29.8156586    
  -8.45036697      -6.09978867       29.5360489    
  -8.21530914      -5.91259956       29.2341785    
  -7.98503828      -5.75492382       28.9141521    
  -7.76202679      -5.62641764       28.5798512    
  -7.54846573      -5.52638340       28.2348976    
  -7.34625769      -5.45386314       27.8826408    
  -7.15701818      -5.40772390       27.5261536    
  -6.98208857      -5.38673115       27.1682472    
  -6.82255268      -5.38961077       26.8114872    
  -6.67925835      -5.41509867       26.4582214    
  -6.55284214      -5.46197796       26.1106014    
  -6.44375563      -5.52910662       25.7706184    
  -6.35229063      -5.61543226       25.4401283    
  -6.27860498      -5.72000217       25.1208782    
  -6.22274494      -5.84196234       24.8145351    
  -6.18466663      -5.98055315       24.5227089    
  -6.16425514      -6.13509655       24.2469692    
  -6.16133928      -6.30498266       23.9888706    
  -6.17570353      -6.48964834       23.7499657    
  -6.20709801      -6.68855572       23.5318146    
  -6.25524378      -6.90116596       23.3360004    
  -6.31983614      -7.12691164       23.1641312    
  -6.40054369      -7.36516428       23.0178471    
  -6.49700594      -7.61520338       22.8988132    
  -6.60882568      -7.87617970       22.8087158    
  -6.73556089      -8.14708042       22.7492504    
  -6.87671280      -8.42668819       22.7220974    
  -7.03171015      -8.71354771       22.7289009    
  -7.19989395      -9.00592613       22.7712288    
  -7.38049698      -9.30177593       22.8505287    
  -7.57262468      -9.59870815       22.9680710    
  -7.77523279      -9.89396477       23.1248837    
  -7.98710585      -10.1844063       23.3216743    
  -8.20683575      -10.4665051       23.5587482    
  -8.43280220      -10.7363625       23.8359070    
  -8.66315842      -10.9897404       24.1523571    
  -8.89581680      -11.2221222       24.5066090    
  -9.12844753      -11.4287930       24.8963871    
  -9.35848236      -11.6049557       25.3185482    
  -9.58312988      -11.7458735       25.7690258    
  -9.79940414      -11.8470373       26.2428074    
  -10.0041676      -11.9043598       26.7339497    
  -10.1941872      -11.9143801       27.2356358    
  -10.3662062      -11.8744717       27.7403030    
  -10.5170326      -11.7830391       28.2398071    
  -10.6436329      -11.6396847       28.7256489    
  -10.7432384      -11.4453297       29.1892490    
  -10.8134480      -11.2022772       29.6222401    
  -10.8523312      -10.9142036       30.0167789    
  -10.8585186      -10.5860691       30.3658409    
  -10.8312740      -10.2239580       30.6634903    
  -10.7705421      -9.83484650       30.9050846    
  -10.6769724      -9.42632294       31.0874157    
  -10.5519075      -9.00627804       31.2087727    
  -10.3973446      -8.58258820       31.2689209    
  -10.2158689      -8.16281319       31.2690067    
  -10.0105629      -7.75393915       31.2114010    
  -9.78490067      -7.36216736       31.0994987    
  -9.54262733      -6.99277210       30.9374943    
  -9.28764153      -6.65002060       30.7301445    
  -9.02387905      -6.33715534       30.4825516    
  -8.75520706      -6.05643129       30.1999569    
  -8.48532963      -5.80919361       29.8875732    
  -8.21771622      -5.59598637       29.5504532    
  -7.95554304      -5.41667938       29.1933861    
  -7.70165682      -5.27060223       28.8208389    
  -7.45855141      -5.15667343       28.4369164    
  -7.22836351      -5.07352495       28.0453510    
  -7.01287985      -5.01960945       27.6495132    
  -6.81355286      -4.99329376       27.2524319    
  -6.63152695      -4.99293613       26.8568268    
  -6.46766806      -5.01694345       26.4651413    
  -6.32259560      -5.06381702       26.0795860    
  -6.19671774      -5.13218164       25.7021751    
